freq,magnitude
0.0,3.8822269986865103e-13
0.0083333333333333,1.0
0.0166666666666666,0.46946219225297636
0.025,0.2862909799317297
0.0333333333333333,0.1445154696194164
0.0416666666666666,0.14004330078732868
0.05,0.1461594284580006
0.0583333333333333,0.09433286220305892
0.0666666666666666,0.11728716229251433
0.075,0.08205754997960876
0.0833333333333333,0.06606888713971827
0.0916666666666666,0.07304113188184948
0.1,0.07593817304313935
0.1083333333333333,0.06329072016764134
0.1166666666666666,0.05869364217020693
0.125,0.058843469334214
0.1333333333333333,0.044393796119510616
0.1416666666666666,0.03747633311266794
0.15,0.04203246039276866
0.1583333333333333,0.054603755512705715
0.1666666666666666,0.0332256452869572
0.175,0.03949322127295579
0.1833333333333333,0.045086595151331295
0.1916666666666666,0.03429536052708081
0.2,0.03945957697940528
0.2083333333333333,0.03954328379576057
0.2166666666666666,0.03370038999682332
0.225,0.026395498906030414
0.2333333333333333,0.03687133450049843
0.2416666666666666,0.035079494570119676
0.25,0.038157430365931784
0.2583333333333333,0.026616810629394482
0.2666666666666666,0.0312989954592311
0.275,0.022742158884718092
0.2833333333333333,0.03200312146265889
0.2916666666666667,0.020245194099652784
0.3,0.02656840972827869
0.3083333333333333,0.0233173943195093
0.3166666666666666,0.022957538101818213
0.325,0.028449122495927202
0.3333333333333333,0.026287146949074094
0.3416666666666667,0.025788805701070592
0.35,0.02232648623237888
0.3583333333333333,0.027037522071914694
0.3666666666666666,0.026069046425651415
0.375,0.026475900272809
0.3833333333333333,0.024379866608091102
0.3916666666666666,0.0233269986442578
0.4,0.0183487027810878
0.4083333333333333,0.02448011866945768
0.4166666666666667,0.02277190720990782
0.425,0.014344191277298293
0.4333333333333333,0.0153092876849944
0.4416666666666666,0.02645727791864739
0.45,0.017011916068801185
0.4583333333333333,0.0225444109162658
0.4666666666666667,0.024431663316108805
0.475,0.023081844862739682
0.4833333333333333,0.01498801772675089
0.4916666666666666,0.023360583036811315
0.5,0.023227564251307314
