freq,magnitude
0.0,2.9907658481163915e-13
0.0008333333333333,0.2322184230870688
0.0016666666666666,0.45141687572464895
0.0025,0.645457488735378
0.0033333333333333,0.8039012830397385
0.0041666666666666,0.9186995456348515
0.005,0.9847097318981428
0.0058333333333333,1.0
0.0066666666666666,0.9659239388069096
0.0075,0.8869672762012871
0.0083333333333333,0.770392589678706
0.0091666666666666,0.6257451235896819
0.01,0.4643800794170506
0.0108333333333333,0.2996426121365818
0.0116666666666666,0.15244135135989784
0.0125,0.10319888273989178
0.0133333333333333,0.18899628036368285
0.0141666666666666,0.2776417972287633
0.015,0.3385199726014761
0.0158333333333333,0.36643111335510914
0.0166666666666666,0.3616701940460131
0.0175,0.3275442891862247
0.0183333333333333,0.2695063596657742
0.0191666666666666,0.19449110261617972
0.02,0.11032126935520215
0.0208333333333333,0.026658286368603
0.0216666666666666,0.05800258343751126
0.0225,0.12559839992434788
0.0233333333333333,0.1770789449725976
0.0241666666666666,0.2090896850684444
0.025,0.2205564494312594
0.0258333333333333,0.21232298624439555
0.0266666666666666,0.18692991091424277
0.0275,0.14831904114048197
0.0283333333333333,0.10156745442541805
0.0291666666666666,0.05342421686172423
0.03,0.025467918935705
0.0308333333333333,0.05271228870709389
0.0316666666666666,0.0837645092526258
0.0325,0.10411034882008788
0.0333333333333333,0.11133364688873645
0.0341666666666666,0.10532880472898715
0.035,0.08745498202814248
0.0358333333333333,0.06020166069633231
0.0366666666666666,0.026864921686965783
0.0375,0.008938025688090209
0.0383333333333333,0.04318937293724762
0.0391666666666666,0.07260646432267495
0.04,0.09431438059265537
0.0408333333333333,0.10636854855509684
0.0416666666666666,0.10788832116070386
0.0425,0.09915216032228169
0.0433333333333333,0.08168390495648824
0.0441666666666666,0.05864979087184637
0.045,0.03743891465655473
0.0458333333333333,0.036643797230169875
0.0466666666666666,0.05736650591609703
0.0475,0.08082893572016182
0.0483333333333333,0.09950982183867965
0.0491666666666666,0.11050611799084734
0.05,0.11260014059571857
0.0508333333333333,0.10573172891135482
0.0516666666666666,0.09084309300294534
0.0525,0.06980211515221148
0.0533333333333333,0.04557987727018768
0.0541666666666666,0.02460141449086498
0.055,0.025672263772909883
0.0558333333333333,0.04343268813250283
0.0566666666666666,0.05965837594391047
0.0575,0.06984361381754368
0.0583333333333333,0.0726733380044191
0.0591666666666666,0.06812964402235756
0.06,0.05732921313670984
0.0608333333333333,0.04295643038399978
0.0616666666666666,0.031400489926565696
0.0625,0.033934793643974975
0.0633333333333333,0.04888012925867974
0.0641666666666666,0.0658502254502533
0.065,0.07974364020519874
0.0658333333333333,0.08825647302125364
0.0666666666666666,0.09035716069459675
0.0675,0.08594407817381765
0.0683333333333333,0.07577169520547945
0.0691666666666666,0.06149816731645384
0.07,0.0460478482000679
0.0708333333333333,0.03479991980849297
